Date,Close
2023-12-18,194.0573272705078
2023-12-19,195.09751892089844
2023-12-20,193.00726318359375
2023-12-21,192.85862731933594
2023-12-22,191.7887725830078
2023-12-26,191.24391174316406
2023-12-27,191.34295654296875
2023-12-28,191.76893615722656
2023-12-29,190.72877502441406
2024-01-02,183.9031982421875
2024-01-03,182.5262451171875
2024-01-04,180.20809936523438
2024-01-05,179.4849395751953
2024-01-08,183.823974609375
2024-01-09,183.40789794921875
2024-01-10,184.4480743408203
2024-01-11,183.85369873046875
2024-01-12,184.1805877685547
2024-01-16,181.9120330810547
2024-01-17,180.97091674804688
2024-01-18,186.86526489257812
2024-01-19,189.76785278320312
2024-01-22,192.07603454589844
2024-01-23,193.35397338867188
2024-01-24,192.6803436279297
2024-01-25,192.3534393310547
2024-01-26,190.6197967529297
2024-01-29,189.93626403808594
2024-01-30,186.28076171875
2024-01-31,182.67481994628906
2024-02-01,185.11181640625
2024-02-02,184.11126708984375
2024-02-05,185.92413330078125
2024-02-06,187.5290069580078
2024-02-07,187.63796997070312
2024-02-08,186.55816650390625
2024-02-09,187.3219451904297
2024-02-12,185.63568115234375
2024-02-13,183.542724609375
2024-02-14,182.6599578857422
2024-02-15,182.37228393554688
2024-02-16,180.83485412597656
2024-02-20,180.09091186523438
2024-02-21,180.84475708007812
2024-02-22,182.87818908691406
2024-02-23,181.04315185546875
2024-02-26,179.69415283203125
2024-02-27,181.15225219726562
2024-02-28,179.95204162597656
2024-02-29,179.2874755859375
2024-03-01,178.206298828125
2024-03-04,173.6831817626953
2024-03-05,168.7434539794922
2024-03-06,167.75155639648438
2024-03-07,167.63253784179688
2024-03-08,169.34852600097656
2024-03-11,171.35218811035156
2024-03-12,171.8283233642578
2024-03-13,169.7453155517578
2024-03-14,171.6001739501953
2024-03-15,171.22325134277344
2024-03-18,172.31434631347656
2024-03-19,174.65524291992188
2024-03-20,177.22430419921875
2024-03-21,169.9833526611328
2024-03-22,170.88600158691406
2024-03-25,169.46755981445312
2024-03-26,168.33680725097656
2024-03-27,171.9076690673828
2024-03-28,170.0924530029297
2024-04-01,168.65420532226562
2024-04-02,167.47381591796875
2024-04-03,168.27728271484375
2024-04-04,167.45399475097656
2024-04-05,168.2078399658203
2024-04-08,167.08702087402344
2024-04-09,168.297119140625
2024-04-10,166.4224090576172
2024-04-11,173.6236572265625
2024-04-12,175.1214599609375
2024-04-15,171.2926788330078
2024-04-16,168.0094757080078
2024-04-17,166.640625
2024-04-18,165.68838500976562
2024-04-19,163.6649169921875
2024-04-22,164.4980926513672
2024-04-23,165.5495147705078
2024-04-24,167.6523895263672
2024-04-25,168.51535034179688
2024-04-26,167.93011474609375
2024-04-29,172.0961151123047
2024-04-30,168.9517822265625
2024-05-01,167.93011474609375
2024-05-02,171.6299285888672
2024-05-03,181.8961944580078
2024-05-06,180.2397003173828
2024-05-07,180.92408752441406
2024-05-08,181.26136779785156
2024-05-09,183.07656860351562
2024-05-10,181.8151397705078
2024-05-13,185.0233154296875
2024-05-14,186.1655731201172
2024-05-15,188.4401397705078
2024-05-16,188.55931091308594
2024-05-17,188.58909606933594
2024-05-20,189.751220703125
2024-05-21,191.05238342285156
2024-05-22,189.61215209960938
2024-05-23,185.61929321289062
2024-05-24,188.6983642578125
2024-05-28,188.7082977294922
2024-05-29,189.00628662109375
2024-05-30,189.99952697753906
2024-05-31,190.95306396484375
2024-06-03,192.72105407714844
2024-06-04,193.0388946533203
2024-06-05,194.5486297607422
2024-06-06,193.1680145263672
2024-06-07,195.561767578125
2024-06-10,191.8171844482422
2024-06-11,205.75254821777344
2024-06-12,211.63259887695312
2024-06-13,212.7947235107422
2024-06-14,211.0565185546875
2024-06-17,215.2082977294922
2024-06-18,212.8443603515625
2024-06-20,208.2654571533203
2024-06-21,206.09027099609375
2024-06-24,206.73587036132812
2024-06-25,207.6595916748047
2024-06-26,211.81138610839844
2024-06-27,212.65567016601562
2024-06-28,209.19911193847656
2024-07-01,215.28778076171875
2024-07-02,218.78404235839844
2024-07-03,220.05540466308594
2024-07-05,224.81307983398438
2024-07-08,226.28311157226562
2024-07-09,227.1372833251953
2024-07-10,231.4082794189453
2024-07-11,226.0347900390625
2024-07-12,228.98475646972656
2024-07-15,232.81871032714844
2024-07-16,233.2358856201172
2024-07-17,227.33595275878906
2024-07-18,222.66766357421875
2024-07-19,222.79678344726562
2024-07-22,222.44915771484375
2024-07-23,223.49205017089844
2024-07-24,217.06570434570312
2024-07-25,216.02279663085938
2024-07-26,216.4896240234375
2024-07-29,216.76773071289062
2024-07-30,217.32395935058594
2024-07-31,220.5818328857422
2024-08-01,216.8869171142578
2024-08-02,218.37681579589844
2024-08-05,207.85824584960938
2024-08-06,205.83200073242188
2024-08-07,208.40452575683594
2024-08-08,211.87098693847656
2024-08-09,214.78121948242188
2024-08-12,216.31260681152344
2024-08-13,220.0316925048828
2024-08-14,220.47914123535156
2024-08-15,223.4623565673828
2024-08-16,224.78494262695312
2024-08-19,224.6258087158203
2024-08-20,225.24234008789062
2024-08-21,225.13296508789062
2024-08-22,223.2734375
2024-08-23,225.5705108642578
2024-08-26,225.90859985351562
2024-08-27,226.75384521484375
2024-08-28,225.22247314453125
2024-08-29,228.50399780273438
2024-08-30,227.71841430664062
2024-09-03,221.52330017089844
2024-09-04,219.61402893066406
2024-09-05,221.13546752929688
2024-09-06,219.58419799804688
2024-09-09,219.6737060546875
2024-09-10,218.87814331054688
2024-09-11,221.41390991210938
2024-09-12,221.52330017089844
2024-09-13,221.2548065185547
2024-09-16,215.10939025878906
2024-09-17,215.57675170898438
2024-09-18,219.45492553710938
2024-09-19,227.5891571044922
2024-09-20,226.92288208007812
2024-09-23,225.20257568359375
2024-09-24,226.0975341796875
2024-09-25,225.10311889648438
2024-09-26,226.24668884277344
2024-09-27,226.51516723632812
2024-09-30,231.69601440429688
2024-10-01,224.9440460205078
2024-10-02,225.51083374023438
2024-10-03,224.40704345703125
2024-10-04,225.53073120117188
2024-10-07,220.4493408203125
2024-10-08,224.50650024414062
2024-10-09,228.25538635253906
2024-10-10,227.7581787109375
2024-10-11,226.2765350341797
2024-10-14,230.00555419921875
2024-10-15,232.54127502441406
2024-10-16,230.48284912109375
2024-10-17,230.8507843017578
2024-10-18,233.68484497070312
2024-10-21,235.1565399169922
2024-10-22,234.5400390625
2024-10-23,229.46856689453125
2024-10-24,229.27963256835938
2024-10-25,230.1149444580078
2024-10-28,232.09378051757812
2024-10-29,232.36228942871094
2024-10-30,228.81227111816406
2024-10-31,224.64572143554688
2024-11-01,221.66250610351562
2024-11-04,220.7675323486328
2024-11-05,222.199462890625
2024-11-06,221.4735565185547
2024-11-07,226.2069091796875
2024-11-08,225.93814086914062
2024-11-11,223.22042846679688
2024-11-12,223.22042846679688
2024-11-13,224.10643005371094
2024-11-14,227.19247436523438
2024-11-15,223.98695373535156
2024-11-18,226.99337768554688
2024-11-19,227.252197265625
2024-11-20,227.9689483642578
2024-11-21,227.49111938476562
2024-11-22,228.83502197265625
2024-11-25,231.82151794433594
2024-11-26,234.0016632080078
2024-11-27,233.87225341796875
2024-11-29,236.26145935058594
2024-12-02,238.51126098632812
2024-12-03,241.5574951171875
2024-12-04,241.91586303710938
2024-12-05,241.9457244873047
2024-12-06,241.74664306640625
2024-12-09,245.6390380859375
2024-12-10,246.65444946289062
2024-12-11,245.3802032470703
2024-12-12,246.84359741210938
2024-12-13,247.0128173828125
2024-12-16,249.90969848632812
2024-12-17,252.33872985839844
2024-12-18,246.9331817626953
2024-12-19,248.66534423828125
2024-12-20,253.34420776367188
2024-12-23,254.1206817626953
2024-12-24,257.0374755859375
2024-12-26,257.853759765625
2024-12-27,254.43923950195312
2024-12-30,251.06451416015625
2024-12-31,249.29251098632812
2025-01-02,242.75210571289062
2025-01-03,242.26429748535156
2025-01-06,243.8969268798828
2025-01-07,241.11949157714844
2025-01-08,241.60726928710938
2025-01-10,235.7836151123047
2025-01-13,233.34461975097656
2025-01-14,232.2296600341797
2025-01-15,236.79901123046875
2025-01-16,227.23228454589844
2025-01-17,228.9445343017578
2025-01-21,221.63758850097656
2025-01-22,222.8222198486328
2025-01-23,222.6529998779297
2025-01-24,221.77696228027344
2025-01-27,228.8250732421875
2025-01-28,237.18727111816406
2025-01-29,238.28231811523438
2025-01-30,236.520263671875
2025-01-31,234.93743896484375
2025-02-03,226.98341369628906
2025-02-04,231.75184631347656
2025-02-05,231.42333984375
2025-02-06,232.1699676513672
2025-02-07,226.60511779785156
2025-02-10,226.8741912841797
2025-02-11,231.82725524902344
2025-02-12,236.06277465820312
2025-02-13,240.70689392089844
2025-02-14,243.76644897460938
2025-02-18,243.6368865966797
2025-02-19,244.03550720214844
2025-02-20,244.9922332763672
2025-02-21,244.71319580078125
2025-02-24,246.25791931152344
2025-02-25,246.1981201171875
2025-02-26,239.5408935546875
2025-02-27,236.49131774902344
2025-02-28,241.01583862304688
2025-03-03,237.2188262939453
2025-03-04,235.1259765625
2025-03-05,234.93663024902344
2025-03-06,234.5280303955078
2025-03-07,238.2552947998047
2025-03-10,226.70477294921875
2025-03-11,220.08740234375
2025-03-12,216.24057006835938
2025-03-13,208.96543884277344
2025-03-14,212.762451171875
2025-03-17,213.27073669433594
2025-03-18,211.96519470214844
2025-03-19,214.50650024414062
2025-03-20,213.37037658691406
2025-03-21,217.5261688232422
2025-03-24,219.97779846191406
2025-03-25,222.9875030517578
2025-03-26,220.77505493164062
2025-03-27,223.087158203125
2025-03-28,217.15740966796875
2025-03-31,221.37301635742188
2025-04-01,222.4293975830078
2025-04-02,223.12701416015625
2025-04-03,202.49755859375
2025-04-04,187.738037109375
2025-04-07,180.84161376953125
2025-04-08,171.83242797851562
2025-04-09,198.17234802246094
2025-04-10,189.77105712890625
2025-04-11,197.4747314453125
2025-04-14,201.829833984375
2025-04-15,201.45114135742188
2025-04-16,193.6079559326172
2025-04-17,196.3087158203125
2025-04-21,192.50172424316406
2025-04-22,199.059326171875
2025-04-23,203.9027557373047
2025-04-24,207.65989685058594
2025-04-25,208.56678771972656
2025-04-28,209.42388916015625
2025-04-29,210.490234375
2025-04-30,211.7758331298828
2025-05-01,212.59304809570312
2025-05-02,204.65020751953125
2025-05-05,198.21221923828125
2025-05-06,197.83351135253906
2025-05-07,195.58120727539062
2025-05-08,196.81698608398438
2025-05-09,197.8534393310547
2025-05-12,210.3471221923828
2025-05-13,212.48263549804688
2025-05-14,211.8839111328125
2025-05-15,211.00575256347656
2025-05-16,210.81614685058594
2025-05-19,208.3413543701172
2025-05-20,206.42539978027344
2025-05-21,201.66542053222656
2025-05-22,200.93695068359375
2025-05-23,194.8597412109375
2025-05-27,199.78936767578125
2025-05-28,199.99893188476562
2025-05-29,199.5299072265625
2025-05-30,200.4280242919922
2025-06-02,201.27622985839844
2025-06-03,202.8429412841797
2025-06-04,202.3938751220703
2025-06-05,200.20848083496094
2025-06-06,203.49156188964844
2025-06-09,201.02674865722656
2025-06-10,202.24420166015625
2025-06-11,198.36236572265625
2025-06-12,198.78147888183594
2025-06-13,196.03726196289062
2025-06-16,198.0031280517578
2025-06-17,195.2289581298828
2025-06-18,196.1669921875
2025-06-20,200.5777130126953
2025-06-23,201.07664489746094
2025-06-24,199.87918090820312
2025-06-25,201.1365203857422
2025-06-26,200.5777130126953
2025-06-27,200.6575469970703
2025-06-30,204.7389373779297
2025-07-01,207.3833770751953
2025-07-02,211.99366760253906
2025-07-03,213.10133361816406
2025-07-07,209.50889587402344
2025-07-08,209.5687713623047
2025-07-09,210.69639587402344
2025-07-10,211.9637451171875
2025-07-11,210.7163543701172
2025-07-14,208.1816864013672
2025-07-15,208.67066955566406
2025-07-16,209.7184600830078
2025-07-17,209.57875061035156
2025-07-18,210.73631286621094
2025-07-21,212.03358459472656
2025-07-22,213.9495391845703
2025-07-23,213.7000732421875
2025-07-24,213.31089782714844
2025-07-25,213.43064880371094
2025-07-28,213.6002960205078
2025-07-29,210.8261260986328
2025-07-30,208.6107940673828
2025-07-31,207.1339111328125
2025-08-01,201.95480346679688
2025-08-04,202.9227752685547
2025-08-05,202.49366760253906
2025-08-06,212.8019561767578
2025-08-07,219.56771850585938
2025-08-08,228.86813354492188
2025-08-11,226.95997619628906
2025-08-12,229.42758178710938
2025-08-13,233.10403442382812
2025-08-14,232.5545654296875
2025-08-15,231.36570739746094
2025-08-18,230.66639709472656
2025-08-19,230.3367156982422
2025-08-20,225.79110717773438
2025-08-21,224.68218994140625
